idOrganizacion,IdLaboratorioCalibracion,ClbFechaRegistro,ClbLugarEjecucion,ClbMagnitud,ClbInstrumento,ClbIntervaloMedicion,ClbIncertidumbreExpandida,ClbPrincipioMedicion,ClbMetodoMedicion,ClbPatronUtilizado,ClbVigenteApartirDe
11,LC-863,--,--,"Absorbancia Regular Espectral","Espectrofotómetros ultravioleta - visible",--,"<p><br></p><p>0,0010 [1]</p><p><br></p><p>0,0010 [1]</p><p><br></p><p>0,00094 [1]</p>",--,--,--,--
11,LC-864,--,--,"Absorbancia Regular Espectral","Espectrofotómetros ultravioleta - visible",--,"<p>0,0010 <span style="color: rgb(0, 0, 0);">[1] </span></p><p><br></p><p>0,0010 <span style="color: rgb(0, 0, 0);">[1]</span></p><p><br></p><p>0,00094 <span style="color: rgb(0, 0, 0);">[1]</span></p>",--,--,--,--
1023,LC-865,--,--,"Tensión CC","Instrumentos
indicadores de
tensión eléctrica C.C.
hasta 6 1/2 dígitos",--,"<p>1.4 μV/V + 6.9 μV</p><p>14 μV/V + 6 μV</p><p>49 μV/V + 1.4 mV</p><p>6.3 μV/V + 3.6 mV</p>",--,--,--,--
1023,LC-866,--,--,"Tensión CC","Instrumentos Generadores de Tensión Directa",--,"<p>0.3 μV/V + 6.7 μV</p><p>0.9 μV/V + 6.7 μV</p><p>13 μV/V + 55 μV</p><p>60 μV/V – 42 μV</p><p>14 μV/V + 0.47 mV</p>",--,--,--,--
1023,LC-867,--,--,"Tensión CA","Instrumentos indicadores de tensión eléctrica C.A. hasta 6 1/2 dígitos",--,"<p>0.86 μV/V + 0.42 μV</p><p>0.16 mV/V + 28 μV</p><p>91 μV/V + 6.6 mV</p><p>55 mV – 6.9 μV/V</p>",--,--,--,--
1023,LC-868,--,--,"Tensión CA","Instrumentos Generadores de Tensión Alterna",--,"<p>1.8 μV/V + 2.6 mV</p><p>27 μV/V + 2.6 mV</p><p>2.1 μV/V + 2.6 mV</p><p>7 μV/V + 2.6 mV</p><p>0.32 mV/V + 2.3 mV</p><p>0.63 mV/V + 1.9 mV</p>",--,--,--,--
1023,LC-869,--,--,"Tensión CA","Instrumentos Generadores de Tensión Alterna",--,"<p>0.15 mV/V + 1.1 mV</p><p>49 μV/V + 7.8 mV</p><p>0.21 mV/V – 4.6 mV</p><p>0.17 mV/V + 24 mV</p>",--,--,--,--
1023,LC-870,--,--,"Intensidad CC","Instrumentos indicadores de corriente eléctrica C.A. hasta 6 1/2 dígitos",--,"<p>10 μA/mA + 58 μA</p><p>12 μA/mA + 37 μA</p><p>31 μA/mA – 6.3 mA</p><p>63 mA/A – 46 mA</p>",--,--,--,--
1023,LC-871,--,--,"Intensidad CC","Instrumentos Generadores de Corriente Directa",--,"<p>3.8 μA/mA + 1.1 mA</p><p>3.8 μA/mA + 1.1 mA</p><p>3.9 μA/mA + 1.1 mA</p><p>4.2 mA/A + 1 mA</p><p>4.3 mA/A + 0.94 mA</p><p>4.3 mA/A + 0.86 mA</p>",--,--,--,--
1023,LC-872,--,--,"Intensidad CC","Instrumentos con función medidora en Corriente eléctrica C.C.",--,"<p>1.3 mA/A + 0.13 A</p><p>0.91 mA/A + 0.15 A</p>",--,--,--,--
1023,LC-873,--,--,Resistencia,"Shunt de Corriente",--,"<p>44 μΩ/Ω + 38,7 nΩ</p>",--,--,--,--
1023,LC-874,--,--,"Intensidad CA","Instrumentos indicadores de corriente eléctrica C.A. hasta 6 1/2 dígitos",--,"<p>10 nA/μA + 0.23 μA</p><p>1.1 μA/mA + 1.8 μA</p><p>0.9 mA/A + 66 μA</p><p>1.6 mA/A – 2 mA</p>",--,--,--,--
1023,LC-875,--,--,"Intensidad CA","Instrumentos Generadores de Corriente Alterna",--,"<p>35 mA – 3.8 mA/A</p><p>0.74 mA/A + 34 mA</p><p>43 mA – 0.23 mA/A</p>",--,--,--,--
1023,LC-876,--,--,"Intensidad CA","Instrumentos con función medidora en Corriente eléctrica C.A.",--,"<p>1.3 mA/A + 0.13 A</p><p>1.6 mA/A + 39 mA</p>",--,--,--,--
1023,LC-877,--,--,Resistencia,"Shunt de Corriente",--,"<p>1,4 mΩ/Ω + 3 μΩ </p>",--,--,--,--
1023,LC-878,--,--,Resistencia,"Cajas Resistivas, Resistencias físicas",--,"<p>70 μΩ/Ω + 0.34 mΩ</p><p>1.3 Ω/kΩ – 0.12 Ω</p><p>6.3 kΩ/MΩ + 12.7 kΩ</p><p>0.66 MΩ – 80 Ω/MΩ</p>",--,--,--,--
1023,LC-879,--,--,Resistencia,"Microhmimetros de corriente eléctrica C.C.",--,"<p>3.6 μΩ</p><p>4.7 μΩ</p><p>5.8 μΩ</p><p>7.0 μΩ</p><p>8.7 μΩ</p><p>2.4 μΩ</p><p>20 μΩ</p><p>11 μΩ</p><p>0.14 mΩ</p><p>7.5 μΩ</p>",--,--,--,--
1023,LC-880,--,--,Resistencia,"Microhmimetros de corriente eléctrica C.C.",--,"<p>0.27 Ω – 2.6 μΩ/Ω</p><p>0.1 mΩ/Ω + 61 mΩ</p>",--,--,--,--
1023,LC-881,--,--,Resistencia,"Cajas Resistivas, Resistencias físicas",--,"<p>6.1 μΩ/Ω + 33 μΩ</p><p>0.27 kΩ/MΩ + 40 mΩ</p><p>0.29 kΩ/MΩ + 2.4 Ω</p><p>3.9 kΩ/MΩ – 0.37 MΩ</p>",--,--,--,--
1023,LC-882,--,--,Resistencia,"Cajas Resistivas, Resistencias físicas, resistencias para Megohmetros",--,"<p>65 Ω/MΩ + 18 Ω</p><p>0.41 MΩ/GΩ – 3.4 kΩ</p><p>8.2 MΩ/GΩ – 78 MΩ</p><p>30 MΩ/GΩ – 4.2 GΩ</p><p>54 MΩ/GΩ – 19.4 GΩ</p>",--,--,--,--
1023,LC-883,--,--,Resistencia,"Medidores de Aislamiento y Megóhmetros",--,"<p>7.3 kΩ/MΩ – 0.5 kΩ</p><p>0.24 MΩ – 2 kΩ/MΩ</p><p>7.7 MΩ/GΩ + 0.82 GΩ</p><p>14 MΩ/GΩ – 1.7 GΩ</p>",--,--,--,--
1023,LC-884,--,--,Capacidad,"Instrumentos indicadores de capacitancia hasta 4 1/2 dígitos",--,"<p>10 fF/nF + 5.4 nF</p><p>1 nF/μF + 4.5 nF</p><p>1.5 nF/μF – 0.8 nF</p><p>5.6 μF/mF – 4.1 μF</p>",--,--,--,--
1023,LC-885,--,--,Potencia,"Indicadores digitales de Potencia C.C.",--,"<p>0.28 mW/W + 1.6 W</p>",--,--,--,--
1023,LC-886,--,--,Potencia,"Indicadores digitales de Potencia C.C.",--,"<p>31 μW/W + 14 W</p>",--,--,--,--
1023,LC-887,--,--,Potencia,"Indicadores digitales de Potencia C.A.",--,"<p>6 μW/W + 0.89 W</p>",--,--,--,--
1023,LC-888,--,--,Potencia,"Indicadores digitales de Potencia C.A.",--,"<p>30 μW/W + 1.5 W</p>",--,--,--,--
1023,LC-889,--,--,"Temperatura por simulación eléctrica","Instrumentos con función Indicadora de Temperatura",--,"<p>0.000 55 % de lectura</p><p>+ 0.12 °C</p><p>0.008 1 % de lectura +</p><p>0.10 °C</p><p>0.004 8 % de lectura +</p><p>0.10 °C</p><p>0.012 % de lectura +</p><p>0.11 °C</p><p>0.003 7 % de lectura +</p><p>0.09 °C</p><p>0.004 1 % de lectura +</p><p>0.11 °C</p><p>0.006 6 % de lectura +</p><p>0.095 °C</p><p>0.002 9 % de lectura +</p><p>0.13 °C</p>",--,--,--,--
1023,LC-890,--,--,"Temperatura por simulación eléctrica","Instrumentos con función Generadora de Temperatura",--,"<p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p><p>0.058 °C</p>",--,--,--,--
1023,LC-891,--,--,"Tensión CA","Osciloscopios (Deflexión Vertical)",--,"<p>1.4 mV/V + 1.1 mV</p><p>1.13 mV/V – 0.6 mV</p>",--,--,--,--
1023,LC-892,--,--,"Alta tensión CC","Sistemas de alta tensión",--,"<p>0.6 mV/V + 83 mV</p>",--,--,--,--
1023,LC-893,--,--,"Alta tensión CA","Sistemas de alta tensión",--,"<p>2.0 mV/V + 1.8 V</p>",--,--,--,--
1023,LC-894,--,--,"Intensidad CA","Instrumentos con función medidora en Corriente eléctrica C.A.",--,"<p>11 mA/A + 2.4 A</p><p>12 mA/A + 2.2 A</p>",--,--,--,--
1023,LC-895,--,--,"Intensidad CA","Instrumentos con función generadora en Corriente eléctrica C.A.",--,"<p>14 mA/A + 1.0 A</p><p>12 mA + 2.2 A</p>",--,--,--,--
1023,LC-896,--,--,Longitud,"Pie de rey (mediciones exteriores)
(mediciones interiores)
(mediciones de profundidad)",--,"<p>9.8 μm</p><p>10 μm</p><p>6.6 μm</p>",--,--,--,--
1023,LC-897,--,--,"Presión Neumática / hidráulica","Vacuómetros, Manovacuómetros clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p>",--,--,--,--
1023,LC-898,--,--,"Presión Hidráulica","Manómetros digitales y analógicos clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p><p>6 kPa</p><p>8,5 kPa</p>",--,--,--,--
1023,LC-899,--,--,"Presión neumática","Manómetros digitales y analógicos clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p><p>6 kPa</p>",--,--,--,--
1023,LC-900,--,--,"Magnitud Iluminancia","Instrumentos digitales con función medidora de iluminancia",--,"<p>1 % de lectura</p><p>1.1 % de lectura</p><p>1 % de lectura</p><p>1 % de lectura</p>",--,--,--,--
1023,LC-901,--,--,Longitud,"Micrómetros de Exteriores",--,"<p>0.62 μm</p>",--,--,--,--
1023,LC-902,--,--,Longitud,"Reglas rígidas de trazo",--,"<p>7.9 μm </p>",--,--,--,--
1023,LC-903,--,--,Longitud,Flexómetros,--,"<p>20 μm</p><p>(61 + 16L) μm</p>",--,--,--,--
1023,LC-904,--,--,Momentos,"Herramientas dinamométricas Torcómetros Tipo I y Tipo II Sentido Horario y Antihorario",--,"<p>0.24 % de lectura</p><p>0.14 % de lectura</p><p>0.18 % de lectura</p><p>0.79 % de lectura</p><p>0.68 % de lectura</p><p>0.11 % de lectura</p><p>0.064 % de lectura</p>",--,--,--,--
1023,LC-905,--,--,Temperatura,"Medidores de condiciones ambientales de temperatura",--,"<p>0.37 °C</p>",--,--,--,--
1023,LC-906,--,--,Temperatura,"Medidores de condiciones ambientales de temperatura (Alta exactitud)",--,"<p>0.18 °C</p>",--,--,--,--
1023,LC-907,--,--,Temperatura,"Indicadores de Temperatura con sensor",--,"<p>0.12 °C – 0.15 % of</p><p>reading</p><p>0.11 °C – 0.044 % of</p><p>reading</p><p>0.076 % of reading –</p><p>0.023 °C</p><p>0.18 % of reading –</p><p>0.42 °C</p>",--,--,--,--
1023,LC-908,--,--,Humedad,"Medidores de condiciones ambientales humedad en aire (Alta Exactitud)",--,"<p>0.91 %RH</p>",--,--,--,--
1023,LC-909,--,--,Humedad,"Medidores de condiciones ambientales humedad en aire",--,"<p>2 %RH</p>",--,--,--,--
1023,LC-910,--,--,Temperatura,"Termómetros infrarrojos y cámaras termográficas",--,"<p>0.54 °C</p><p>0.88 °C</p><p>1.4 °C</p><p>1.7 °C</p>",--,--,--,--
1023,LC-911,--,--,Frecuencia,"Instrumentos indicadores de Frecuencia con resolución digital ≤ 6 ½",--,"<p>4.9 μHz/Hz + 97 mHz</p>",--,--,--,--
1023,LC-912,--,--,Frecuencia,"Instrumentos Generadores de Frecuencia",--,"<p>0.61 mHz/Hz – 0.47 mHz</p><p>0.61 Hz/kHz – 0.061 Hz</p><p>1 mHz/kHz + 0.19 kHz</p>",--,--,--,--
1023,LC-913,--,--,Periodo,"Osciloscopios (Deflexión Horizontal)",--,"<p>0.13 ps/ns + 0.058 μs</p><p>46.2 ms/s + 0.22 ms</p>",--,--,--,--
1023,LC-914,--,--,"Intervalo de tiempo","Instrumentos Medidores de intervalos de tiempo con oscilador de cuarzo y pantalla LCD, Cronómetros, temporizadores, Relojes. Instrumentos medidores de tiempo",--,"<p>56 nHz/Hz</p>",--,--,--,--
1023,LC-915,--,--,"Intervalo de tiempo","Instrumentos Medidores de intervalos de tiempo con oscilador de cuarzo y pantalla LCD, Cronómetros, temporizadores, Relojes. Instrumentos medidores de tiempo",--,"<p>43 ns/s + 22 ms</p>",--,--,--,--
1023,LC-916,--,--,"Velocidad lineal","Cinemómetros de Efecto Doppler, Indicadores de Velocidad, de superficie (lazos inductivos, piezoeléctrico, de corte) y óptico (láser, pistola láser) con resolución ≥ 0,1 km/h",--,"<p>3.5 % de lectura + 0.16 km/h</p><p>3.5 % de lectura + 0.30 km/h</p><p>0.52 km/h – 5.6 % de lectura</p>",--,--,--,--
1023,LC-917,--,--,"Velocidad lineal","Cinemómetros de Efecto Doppler, Indicadores de Velocidad, de superficie (lazos inductivos, piezoeléctrico, de corte) y óptico (láser, pistola láser) con resolución ≥ 0,1 km/h",--,"<p>0.33 % de lectura + 0.071 km/h</p><p>0.47 % de lectura + 0.23 km/h</p><p>0.61 % de lectura – 0.015 km/h</p><p>0.7 % de lectura – 0.071 km/h</p><p>1.6 % de lectura – 0.96 km/h</p>",--,--,--,--
1023,LC-918,--,--,Frecuencia,"Instrumentos medidores de frecuencia rotacional: tacómetros sin contacto",--,"<p>0.071 % de lectura +</p><p>0.051 rpm</p><p>0.76 rpm – 0.000 055</p><p>% de lectura</p>",--,--,--,--
1023,LC-919,--,--,"Alta tensión CC","Sistemas de alta tensión",--,"<p>0.6 mV/V + 83 mV</p>",--,--,--,--
1023,LC-920,--,--,"Alta tensión CA","Sistemas de alta tensión",--,"<p>2.0 mV/V + 1.8 V</p>",--,--,--,--
1023,LC-921,--,--,"Intensidad CA","Instrumentos con función medidora en Corriente eléctrica C.A.",--,"<p>11 mA/A + 2.4 A</p><p>12 mA/A + 2.2 A</p>",--,--,--,--
1023,LC-922,--,--,"Intensidad CA","Instrumentos con función generadora en Corriente eléctrica C.A.",--,"<p>14 mA/A + 1.0 A</p><p>12 mA + 2.2 A</p>",--,--,--,--
1023,LC-923,--,--,Masa,"Instrumentos de pesaje de funcionamiento no automático",--,"<p>0.26 mg</p><p>1.2 mg</p>",--,--,--,--
1023,LC-924,--,--,Masa,"Instrumentos de pesaje de funcionamiento no automático",--,"<p>1.7 mg</p>",--,--,--,--
1023,LC-925,--,--,Masa,"Instrumentos de pesaje de funcionamiento no automático",--,"<p>0.95 g</p>",--,--,--,--
1023,LC-926,--,--,Masa,"Instrumentos de pesaje de funcionamiento no automático",--,"<p>8.2 g</p><p>16 g</p><p>41 g</p>",--,--,--,--
1023,LC-927,--,--,"Presión Neumática / hidráulica","Vacuómetros, Manovacuómetros clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p>",--,--,--,--
1023,LC-928,--,--,"Presión hidráulica","Manómetros digitales y analógicos clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p><p>6 kPa</p><p>8,5 kPa</p>",--,--,--,--
1023,LC-929,--,--,"Presión neumática","Manómetros digitales y analógicos clase de exactitud ≥ 0,05 % del intervalo total de medición",--,"<p>0,18 kPa</p><p>6 kPa</p>",--,--,--,--
1023,LC-930,--,--,Temperatura,"Indicadores de Temperatura con sensor",--,"<p>0.12 °C – 0.15 % of</p><p>reading</p><p>0.11 °C – 0.044 % of</p><p>reading</p><p>0.076 % of reading –</p><p>0.023 °C</p><p>0.18 % of reading –</p><p>0.42 °C</p>",--,--,--,--
1023,LC-931,--,--,"Velocidad lineal","Cinemómetros de Efecto Doppler, Indicadores de Velocidad, de superficie (lazos inductivos, piezoeléctrico, de corte) y óptico (láser, pistola láser) con resolución ≥ 0,1 km/h",--,"<p>3.5 % de lectura +</p><p>0.16 km/h</p><p>3.5 % de lectura +</p><p>0.30 km/h</p><p>0.52 km/h – 5.6 % de lectura</p>",--,--,--,--
1023,LC-932,--,--,"Velocidad lineal","Cinemómetros de Efecto Doppler, Indicadores de Velocidad, de superficie (lazos inductivos, piezoeléctrico, de corte) y óptico (láser, pistola láser) con resolución ≥ 0,1 km/h",--,"<p>0.33 % de lectura + 0.071 km/h</p><p>0.47 % de lectura + 0.23 km/h</p><p>0.61 % de lectura – 0.015 km/h</p><p>0.7 % de lectura – 0.071 km/h</p><p>1.6 % de lectura – 0.96 km/h</p>",--,--,--,--
1023,LC-933,--,--,Temperatura,NULL,--,"<p>0.023 % of reading + 0.23 °C</p><p>0.18 % of reading + 0.23 °C</p><p>0.22 % of reading + 0.069 °C</p>",--,--,--,--
1023,LC-934,--,--,Temperatura,NULL,--,"<p>0.13 °C</p><p>0.17 °C</p><p>0.27 °C</p>",--,--,--,--
1023,LC-935,--,--,Temperatura,NULL,--,"<p>0.023 % of reading</p><p>+ 0.23 °C</p><p>0.18 % of reading</p><p>+ 0.23 °C</p><p>0.22 % of reading</p><p>+ 0.069 °C</p>",--,--,--,--
1023,LC-936,--,--,Temperatura,NULL,--,"<p>0.13 °C</p><p>0.17 °C</p><p>0.27 °C</p>",--,--,--,--
1030,LC-937,--,--,Masa,"Balanzas clase III",--,"<p><br></p><p><br></p><p><br></p><p><br></p><p>0.001 kg</p><p><br></p><p>0.008 kg</p><p><br></p><p>0.058 kg</p><p><br></p><p>0.142 kg</p><p><br></p><p>0.726 kg</p><p><br></p><p>1.293 kg</p>",--,--,--,--
279,LC-938,--,--,"Flujo másico (líquido)","Flujómetro tipo coriolis",--,"<p>0.049% del MF</p>",--,--,--,--
279,LC-939,--,--,"Flujo volumétrico (líquido)","Medidores de flujo desplazamiento positivo,Medidores de flujo turbina,Medidores de flujo coriolis,Medidores de flujo rotámetros,Medidores de electromagnéticos,Medidores de ultrasonicos,Flujómetro tipo vortex",--,"<p>0.07 % del MF</p>",--,--,--,--
279,LC-940,--,--,"Flujo volumétrico (líquido)","Medidores de flujo desplazamiento positivo,Medidores de flujo turbina,Medidores de flujo coriolis,Medidores de flujo rotámetros,Medidores de electromagnéticos,Medidores de ultrasonicos,Flujómetro tipo vortex",--,"<p>0.035 % del MF</p>",--,--,--,--
279,LC-941,--,--,"Flujo volumétrico (líquido)","Medidores de flujo desplazamiento positivo,Medidores de flujo turbina,Medidores de flujo coriolis,Medidores de flujo rotámetros,Medidores de electromagnéticos,Medidores de ultrasonicos,Flujómetro tipo vortex",--,"<p>0,07 % del MF</p>",--,--,--,--
279,LC-942,--,--,"Flujo másico (líquido)","Flujómetro tipo coriolis",--,"<p>0.049 % del MF</p>",--,--,--,--
279,LC-943,--,--,"Flujo volumétrico (líquido)","Medidores de flujo desplazamiento positivo,Medidores de flujo turbina,Medidores de flujo coriolis,Medidores de flujo rotámetros,Medidores de electromagnéticos,Medidores de ultrasonicos,Flujómetro tipo vortex",--,"<p>0.035 % MF</p>",--,--,--,--
279,LC-944,--,--,"Flujo volumétrico (líquido)","Medidores de flujo desplazamiento positivo,Medidores de flujo turbina,Medidores de flujo coriolis,Medidores de flujo rotámetros,Medidores de electromagnéticos,Medidores de ultrasonicos,Flujómetro tipo vortex",--,"<p>0.07 % del MF</p>",--,--,--,--
279,LC-945,--,--,"Flujo másico (líquido)","Flujómetro tipo coriolis",--,"<p>0.049 % del MF</p>",--,--,--,--
126,LC-946,--,--,"Flujo másico (gas)","(Diámetro de la tubería / Diámetro de la placa de orificio) de sistema de medición de gasto tipo presión diferencial usando placa de orificio",--,"<p>U(Cd)= 0.50</p><p><br></p>",--,--,--,--
126,LC-947,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela, Rotámetros",--,"<p>2% relativa al mesurando</p>",--,--,--,--
126,LC-948,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>(0.032 a 0.043) % relativa al mesurando</p>",--,--,--,--
126,LC-949,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>(0.047 a 0.066) % relativo al mesurando</p>",--,--,--,--
126,LC-950,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>(0.052 a 0.054) % relativa al mensurando</p>",--,--,--,--
126,LC-951,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.051 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-952,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.028 %&nbsp;&nbsp;a </p><p>0.032 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-953,--,--,"Flujo másico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.041 % a </p><p>0.048 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-954,--,--,"Flujo másico (gas)","(Diámetro de la tubería / Diámetro de la placa de orificio) de sistema de medición de gasto tipo presión diferencial usando placa de orificio",--,"<p>U(Cd)= 0.50</p>",--,--,--,--
126,LC-955,--,--,"Flujo Volumétrico (Gas)","Medidores de flujo de gas tipo Turbina, Coriolis, Ultrasónicos",--,"<p>0.42 %</p><p>relativa al mesurando</p>",--,--,--,--
126,LC-956,--,--,"Flujo másico (gas)","Medidores de flujo de gas tipo Turbina, Coriolis, Ultrasónicos",--,"<p>0.45 %</p><p>relativa al mesurando</p>",--,--,--,--
126,LC-957,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela, Rotámetros",--,"<p>2% relativa al mensurando</p>",--,--,--,--
126,LC-958,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.032 a 0.043) % relativa al mesurando</p>",--,--,--,--
126,LC-959,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>(0.047 a 0.066) % relativo al mesurando</p>",--,--,--,--
126,LC-960,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.052 % a 0.065%</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-961,--,--,"Flujo másico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.051 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-962,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.028 % a </p><p>0.041 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-963,--,--,"Flujo volumétrico (líquido)","Medidores de flujo tipo: Desplazamiento Positivo, Turbina, Coriolis, Ultrasónicos, Vórtex, Electromagnéticos, Presión Diferencial, Propela.",--,"<p>0.028 % a </p><p>0.041 %</p><p>relativa al mensurando</p>",--,--,--,--
126,LC-964,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.28% del volumen</p>",--,--,--,--
126,LC-965,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.15% del volumen</p>",--,--,--,--
126,LC-966,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.028% del volumen</p>",--,--,--,--
126,LC-967,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.053% del volumen</p>",--,--,--,--
126,LC-968,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.022% del volumen</p>",--,--,--,--
126,LC-969,--,--,Volumen,"Medida volumétrica de cuello graduado para entregar",--,"<p>0.028% del volumen</p>",--,--,--,--
126,LC-970,--,--,Volumen,"Tanque fijo externo (Vertical) con un punto de referencia generando tabla de calibración",--,"<p>0.19 % del volumen</p>",--,--,--,--
126,LC-971,--,--,Volumen,"Tanques móviles (Autotanques y carrotanques), determinación de índice o NICE, con indicación graduada, instrumento de medición de nivel o sin indicación, con punto de referencia generando tabla de calibración, capacidad completa de tonel (presurizados)",--,"<p>0.19 % del volumen</p>",--,--,--,--
126,LC-972,--,--,Volumen,"Tanque fijo externo (Vertical) con un punto de referencia generando tabla de calibración",--,"<p>0.18 % del volumen</p>",--,--,--,--
126,LC-973,--,--,Volumen,"Tanque fijo externo (Vertical) con un punto de referencia generando tabla de calibración",--,"<p>0.18 % del volumen</p>",--,--,--,--
126,LC-974,--,--,Volumen,"Tanques móviles (Autotanques y carrotanques determinación de índice o NICE",--,"<p>0.085 % del volumen</p>",--,--,--,--
126,LC-975,--,--,Volumen,"Tanques móviles (Autotanques y carrotanques), con punto de referencia generando tabla de cubicación.",--,"<p>0.11% del volumen</p>",--,--,--,--
126,LC-976,--,--,Volumen,"Tanques móviles (Autotanques y carrotanques determinación de índice o NICE",--,"<p>0.085 % del volumen</p>",--,--,--,--
126,LC-977,--,--,Volumen,"Tanques móviles (Autotanques y carrotanques), con punto de referencia generando tabla de cubicación.",--,"<p>0.10% del volumen</p>",--,--,--,--
126,LC-978,--,--,Volumen,"Tanque fijo externo (Esférico) presurizado con punto de referencia generando tabla de calibración",--,"<p>0.27% del volumen</p>",--,--,--,--
126,LC-979,--,--,Volumen,"Tanque fijo externo (horizontal) con un punto de referencia generando tabla de calibración /Presurizado con instrumento de nivel generando tabla de calibración",--,"<p>0.19% del volumen</p>",--,--,--,--
126,LC-980,--,--,Volumen,"Probadores volumétricos de esfera (Bidireccionales y unidireccionales), probadores compactos",--,"<p>0.024 % del volumen</p>",--,--,--,--
126,LC-981,--,--,Volumen,"Tanques especiales con forma regular (Cilíndricos)",--,"<p>0.16% del volumen</p>",--,--,--,--
126,LC-982,--,--,Volumen,"Tanques especiales con forma regular (Cuadrados)",--,"<p>0.19% del volumen</p>",--,--,--,--
126,LC-983,--,--,Volumen,"Tanque fijo externo o confinado atmosférico (horizontal, vertical y especial) con indicación graduada, instrumento de medición de nivel o sin indicación con punto de referencia, generación de tabla de calibración o cubicación",--,"<p>0.085 % del volumen</p>",--,--,--,--
126,LC-984,--,--,Volumen,"Tanque fijo externo o confinado atmosférico (horizontal, vertical y especial) con indicación graduada, instrumento de medición de nivel o sin indicación con punto de referencia, generación de tabla de calibración o cubicación",--,"<p>0.085 % del volumen</p>",--,--,--,--
126,LC-985,--,--,Volumen,"Muestreadores automáticos",--,"<p>2.9 % del volumen</p>",--,--,--,--
126,LC-986,--,--,Volumen,"Probadores volumétricos de esfera (Bidireccionales y unidireccionales), probadores compactos",--,"<p>0.036% del volumen</p>",--,--,--,--
