OnaSiglas,IdOrganizacion,OrgFechaRegistro,OrgNombreComercial,OrgRazonSocial,OrgCodigoAcreditacion,OrgPais,OrgCiudad,OrgDireccion,OrgWeb,orgCorreo,orgTelefono,OrgEstadoAcreditado,OrgEsquemaAcreditado,OrgNormaAcreditada,OrgReconocimiento,OrgFechaEfectivaAcreditacion,OrgPeriodoVigencia,OrgFechaActualizacion,OrgUrlCertificado
SAE,447,--,"PETROBELL S.A. GRANTMINNING S.A.","PETROBELL S.A. GRANTMINNING S.A.","SAE LEN 14-014",Ecuador,Quito,"Provincia: PICHINCHA Cantón: QUITO Parroquia: LA CONCEPCIÓN Calle: AV. AMAZONAS Número: 44-105 Intersección: RÍO COCA Edificio: ETECO PROMELSA Piso: 2 Oficina: 201. Referencia ubicación: A TRES CUADRAS DE LA PLAZA DE TOROS.",NULL,123freddy.vallejo@petrobell.com.ec,"+593 2-396-4600",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 12:24:09",https://sisac.acreditacion.gob.ec/storage/users/nvargas22/accreditation_application/919/pdf_actives_scopes/2024_02_07_17_24_09_Alcances_OAE-LE-14-101_20240207_172403.pdf
SAE,158,--,PETROCHECK,"PETROCHECK SERVICES CIA LTDA","SAE OI 13-009",Ecuador,Quito,"Bourgeois N34-507 y av republica",NULL,123calidad@petrocheck.com.ec,"+593 99 930 0398",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-11-19 05:08:11","https://sisac.acreditacion.gob.ec/storage/users/pckservices/accreditation_application/866/pdf_actives_scopes/2024_11_19_10_08_11_Alcances_OAE OI 12-016_20241119_100804.pdf"
SAE,511,--,"Pinturas unidas","PINTURAS UNIDAS S.A.","SAE-LCA-15-000 - SAE-LEN-15-000 –",Ecuador,Guayaquil,"KM 16.5 VIA A DAULE",NULL,123lsantos@unidas.com.ec,"+593 4-259-0280",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 12:30:11","https://sisac.acreditacion.gob.ec/storage/users/laboratorio/accreditation_application/1073/pdf_actives_scopes/2024_02_07_17_30_11_Alcances_E-SAE LEN 17.008_20240207_173005.pdf"
SAE,287,--,"PLASTICOS RIVAL","PLASTICOS RIVAL CÍA. LTDA.","SAE LEN 19-010",Ecuador,Cuenca,"RICAURTE SECTOR EL TABLON A TRES CUADRAS DE LA ESCUELA EEUU",NULL,123plarco@plasticosrival.com,"+593 7-289-0144",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-16 05:56:09","https://sisac.acreditacion.gob.ec/storage/users/jroman1976/accreditation_application/446/pdf_actives_scopes/2024_02_16_10_56_09_Alcances_E-SAE LEN 19.002_20240216_105603.pdf"
SAE,300,--,PLASTIGAMA,"MEXICHEM ECUADOR S.A.","SAE LEN 14-008",Ecuador,Durán,"Número: SL 3 Carretera: VIA A DURAN - TAMBO Kilómetro: 4.5 Edificio: PLASTIGAMA Manzana: G Referencia: FRENTE AL CENTRO COMERCIAL SAIBABA",NULL,123julio.fernandez@wavin.com,2802020,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 11:58:08","https://sisac.acreditacion.gob.ec/storage/users/laboratorioe&e/accreditation_application/478/pdf_actives_scopes/2024_02_07_16_58_08_Alcances_OAE LE C 14-008_20240207_165802.pdf"
SAE,53,--,PRECISION,"PINPREXAT PRECISION EXACTITUD SOPORTE Y AUTOMATIZACION CIA. LTDA.","SAE LC 15-002",Ecuador,Quito,"Provincia: PICHINCHA Canton: QUITO Parroquia: ALANGASI Barrio: SAN CARLOS Calle: PUERTO RICO Numero: S2-227 Interseccion: PASAJE LA LUZ OE 8A Piso: 0",NULL,123laboratorio@pinprexat.com,"+593 2-278-7452",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-05-29 05:25:15","https://sisac.acreditacion.gob.ec/storage/users/dpinto001/accreditation_application/1726/pdf_actives_scopes/2024_05_29_10_25_15_Alcances_OAE LC 14-101_20240529_102504.pdf"
SAE,140,--,"PRECITROL S.A.","PRECISION Y CONTROL PRECITROL S.A.","SAE LC 14-002",Ecuador,Quito,"Av. Rafael León Larrea N24-147 y Vizcaya (Sector La Floresta)",NULL,123metrologia@precitrol.com,"+593 2-322-7603",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-09-27 07:49:28","https://sisac.acreditacion.gob.ec/storage/users/precitrolsa/accreditation_application/1477/pdf_actives_scopes/2024_09_27_12_49_28_Alcances_OAE LC 13-001_20240927_124924.pdf"
SAE,341,--,"PROPHAR S.A","PROPHAR S.A","SAE LEN 20-001",Ecuador,Rumiñahui,"Barrio: INCHALILLO Calle: AV. GENERAL RUMIÑAHUI Número: S/N Número de oficina: PB Referencia: FRENTE A LA GASOLINERA EL VIEJO ROBLE",NULL,123jose.velez@prophar.com,"+593 2-233-3938",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-27 07:03:24","https://sisac.acreditacion.gob.ec/storage/users/prophar/accreditation_application/2012/pdf_actives_scopes/2024_07_27_12_03_24_Alcances_E-SAE LEN 19.011_20240727_120319.pdf"
SAE,389,--,"Prosigma S.A.","PROMOTORA ORGANIZACIONAL PROSIGMA S.A.","SAE LEN 20-011",Ecuador,Guayaquil,"Kennedy Norte, Victor Hugo Escala y Homero Viteri. Mz 808, Sl 2. Edificio Prosigma, 1er piso.",NULL,123laboratorio@prosigma.com.ec,"+593 4-600-8061",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 12:40:12","https://sisac.acreditacion.gob.ec/storage/users/prosigma/accreditation_application/1711/pdf_actives_scopes/2024_02_07_17_40_12_Alcances_E-SAE LEN 19.016_20240207_174005.pdf"
SAE,60,--,"PSI CLTDA","PSI PRODUCTOS Y SERVICIOS INDUSTRIALES CLTDA","SAE LEN 05-003",Ecuador,Guayaquil,"Km. 10 vía a Daule Lotización Inmaconsa calle Ciruelos y Tecas mz 14 C solar 57",NULL,123jipsonfranco@psi.com.ec,"+593 98 230 0875",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-15 10:56:01","https://sisac.acreditacion.gob.ec/storage/users/jastudillo21/accreditation_application/1715/pdf_actives_scopes/2024_07_15_15_56_01_Alcances_OAE PLE 2E 04 005_20240715_155551.pdf"
SAE,896,--,"QCERT SAS","QCERT SAS","SAE CP 23-001",Colombia,Envigado,"KM 17 VIA LAS PALMAS PARQUE TECNOLOGICO MANANTIALES",NULL,123servicioalcliente@qcert.com.co,"+57 300 6085187",Acreditado,PRODUCTOS,"NTE INEN-ISO/IEC 17065",Internacional,--,--,"2024-02-07 12:46:07",https://sisac.acreditacion.gob.ec/storage/users/qcert/accreditation_application/1719/pdf_actives_scopes/2024_02_07_17_46_07_Alcances_E-SAE-CP-23-001_20240207_174601.pdf
SAE,363,--,"QHSE COTOPAXI TRAINING","G & P CORP COTOPAXITRAINING S.A.S. SOCIEDAD DE BENEFICIO E INTERES COLECTIVO","SAE OI 23-008",Ecuador,Salcedo,"Provincia de Cotopaxi, Cantón Salcedo, Parroqui San Miguel. Barrio Sur Calle 9 de Octubre número 2721, intersección Rocafuerte diagonal a CACPECO",NULL,123cotopaxi.training@gmail.com,"+593 98 749 9132",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 04:05:22",https://sisac.acreditacion.gob.ec/storage/users/pgrandaqhse22/accreditation_application/1433/pdf_actives_scopes/2024_02_07_09_05_22_Alcances_E-SAE-OI-23-003_20240207_090515.pdf
SAE,386,--,"Quality Certification Services - QCS Ecuador","Quality Certification Services  Certificaciones del Ecuador QCS  Cia. Ltda.","SAE CP 10-001",Ecuador,Quito,"AV. NACIONES UNIDAS Y NUÑEZ DE VELA",NULL,123info@qcsecuador.com,"+593 98 417 6587",Acreditado,PRODUCTOS,"NTE INEN-ISO/IEC 17065",Nacional,--,--,"2024-10-18 14:40:27","https://sisac.acreditacion.gob.ec/storage/users/qcsecuador/accreditation_application/1483/pdf_actives_scopes/2024_10_18_19_40_27_Alcances_OAE PCP-09-001_20241018_194024.pdf"
SAE,26,--,QUALIVERITAS,"QUALITAS VERITAS PRODUCTOS Y SERVICIOS QUALIVERITAS CIA. LTDA.","SAE OI 22-008",Ecuador,Latacunga,"Barrio Pilacoto Calle 15 de Agosto S/N Intersección Eloy Alfaro",NULL,123asistente@qualiveritas.net,"+593 93 992 6747",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-05-23 04:10:23",https://sisac.acreditacion.gob.ec/storage/users/qualiveritas/accreditation_application/1729/pdf_actives_scopes/2024_05_23_09_10_23_Alcances_E-SAE-OI-21-0012_20240523_091007.pdf
SAE,54,--,"Quimicalabs Cia. Ltda.","Quimicalabs Cia. Ltda.","SAE LEN 18-037",Ecuador,Quito,"Av. Luis Tufiño Oe3-165 y  María Tigsilema",NULL,123secretaria@quimica-labs.com,"+593 2-240-3197",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 12:52:09","https://sisac.acreditacion.gob.ec/storage/users/quimicasae/accreditation_application/532/pdf_actives_scopes/2024_02_07_17_52_09_Alcances_E-SAE-LEN 18. 001_20240207_175203.pdf"
SAE,155,--,REINSPET,"REPRESENTACIONES E INSPECTORES DE PETRÓLEO REINSPET S.A.","SAE OI 13-017",Ecuador,Guayaquil,"Av. de las Américas, Edificio Sky Building, Piso 6, Oficina 623",NULL,123operaciones@reinspet.com,"+593 99 747 3904",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-06-19 11:18:10","https://sisac.acreditacion.gob.ec/storage/users/mmedina2021/accreditation_application/1360/pdf_actives_scopes/2024_06_19_16_18_10_Alcances_OAE OI 12-004_20240619_161756.pdf"
SAE,28,--,"REPRESENTACIONES DETERTEC S.A.","REPRESENTACIONES DETERTEC S.A.","SAE LEN 22-001",Ecuador,Quito,"ALfredo Donoso N5-16 y José Vinueza. Tola Chica 3, Tumbaco",NULL,123rodrigo.olmedo@consumertec.com,"+593 99 949 4412",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 12:54:09","https://sisac.acreditacion.gob.ec/storage/users/rolmedo/accreditation_application/979/pdf_actives_scopes/2024_02_07_17_54_09_Alcances_E SAE LEN 19.015_20240207_175403.pdf"
SAE,76,--,"REVIPLUS-ECUADOR S A","REVIPLUS-ECUADOR S A","SAE OI 21-007",Ecuador,Ibarra,"MANUELA CAÑIZARES SN Y LAURA JARAMILLO",NULL,123calidad@reviplus.com,"+593 6-265-8106",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-11-21 11:34:05",https://sisac.acreditacion.gob.ec/storage/users/dbernal2021/accreditation_application/2391/pdf_actives_scopes/2024_11_21_16_34_05_Alcances_E-SAE-OI-21-007_20241121_163403.pdf
SAE,39,--,"Rivalesa S.A.","Rivalesa S.A.",SAE-ACR-0041-202,Ecuador,Guayaquil,"Túlcan 3114 entre portete y venezuela",NULL,123laboratoriodirector@rivalesa.com.ec,"+593 99 674 9875",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-08-07 11:59:03","https://sisac.acreditacion.gob.ec/storage/users/rivalesa2021/accreditation_application/1387/pdf_actives_scopes/2024_08_07_16_59_03_Alcances_E - SAE LCA 17 . 002_20240807_165856.pdf"
SAE,604,--,"S.G.S DEL ECUADOR S.A - LABORATORIO HEALTH & NUTRITION","S.G.S. del Ecuador S.A.","SAE LEN 06-003",Ecuador,Guayaquil,"Av. de Las Américas entre Eugenio Almazán y José Mejía, Edificio Sonapal, primer piso.",NULL,123mauricio.mateo@sgs.com,"+593 4-373-2110",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-26 07:46:09","https://sisac.acreditacion.gob.ec/storage/users/laboratorioafl/accreditation_application/2021/pdf_actives_scopes/2024_11_26_12_46_09_Alcances_OAE PLE 1E 04 012_20241126_124600.pdf"
SAE,403,--,"S.G.S. del Ecuador S.A.","S.G.S. del Ecuador S.A.","SAE CSGAS 20-002",Ecuador,Guayaquil,"Av. de las Américas, Centro de Convenciones, Centro Empresarial 2, oficina 6",NULL,123mercedes.macias@sgs.com,"+593 4-373-2110",Acreditado,"SISTEMAS DE GESTIÓN ANTISOBORNO","ISO/IEC 17021-1, ISO/IEC TS 17021-9",Nacional,--,--,"2024-02-07 13:10:08","https://sisac.acreditacion.gob.ec/storage/users/sgsecuadorsgc/accreditation_application/197/pdf_actives_scopes/2024_02_07_18_10_08_Alcances_E -SAE-CSGAS-19.001_20240207_181002.pdf"
SAE,405,--,"S.G.S. del Ecuador S.A.","S.G.S. del Ecuador S.A.","SAE OI 10-001",Ecuador,Guayaquil,"Ciudadela Mapasingue Este, calle 6ta entre Vía a  Daule y la calle transversal 36ª",NULL,123leonardo.jacome@sgs.com,"+593 4-373-2110",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-06-13 11:10:23","https://sisac.acreditacion.gob.ec/storage/users/sgsecuadorinsp/accreditation_application/710/pdf_actives_scopes/2024_06_13_16_10_23_Alcances_OAE OI 09-001_20240613_161008.pdf"
SAE,1096,--,"S.G.S. del Ecuador S.A.","S.G.S. del Ecuador S.A.","SAE OVV 23-001",Ecuador,Guayaquil,"Av. de las Americas SN Centro de Convenciones Empresarial 2 Oficina 6",NULL,123elizabeth.rodriguez@sgs.com,3732110,Acreditado,VERIFICACIÓN,"NTE INEN-ISO/IEC 17029",Nacional,--,--,"2024-02-07 13:18:06",https://sisac.acreditacion.gob.ec/storage/users/murgiles24/accreditation_application/2106/pdf_actives_scopes/2024_02_07_18_18_06_Alcances_E-SAE-OVV-23.001_20240207_181801.pdf
SAE,161,--,"SAIM CERTIFICACIONES CIA. LTDA.","SAIM CERTIFICACIONES CIA. LTDA.","SAE OI 18-025",Ecuador,"Francisco de Orellana","Av. Alejandro Labaka Km 7 1/2 vía Lago Agrio",NULL,123calidad@saim-ec.com,"+593 6-237-8028",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-08-08 10:24:41","https://sisac.acreditacion.gob.ec/storage/users/pminchala/accreditation_application/1310/pdf_actives_scopes/2024_08_08_15_24_41_Alcances_SAE-INS 17-008_20240808_152433.pdf"
SAE,684,--,"SAIS ECUADOR S.A.","SOUTH AMERICAN INSPECTION SERVICES SAIS ECUADOR S.A.","SAE OI 24-001",Ecuador,Quito,"Barrio: LA CAROLINA Calle: SHYRIS Número: N35-174 Intersección: SUECIA Edificio: EDRENAZZO PLAZA Número de piso: 5 Referencia: FRENTE PARQUE LA CAROLINA",NULL,123cscholis@saisecuador.com,"+593 99 687 7922",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 14:30:22",https://sisac.acreditacion.gob.ec/storage/users/cscholis/accreditation_application/1402/pdf_actives_scopes/2024_02_07_19_30_22_Alcances_E-SAE-OI-23-004_20240207_193011.pdf
SAE,306,--,SECalMet,"Secalmet Soluciones Especializadas en Calidad y Metrología Cía.  Ltda.","SAE LC 15-001",Ecuador,Quito,"Nayón: Segundo Corella N1-37 y calle Quito",NULL,123secalmet.cia.ltda@gmail.com,2884126,Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-04-08 09:31:40","https://sisac.acreditacion.gob.ec/storage/users/secalmet2022/accreditation_application/1836/pdf_actives_scopes/2024_04_08_14_31_40_Alcances_OAE LC 15-002_20240408_143127.pdf"
SAE,370,--,SEIDLABORATORY,SEIDLABORATORY,"SAE LEN 05-011",Ecuador,Quito,"Melchor Toaza N61-63 entre Av. Del Maestro y Nazareth",NULL,123gerenciageneral@seidlaboratory.com.ec,"+593 2-248-3145",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 13:26:13","https://sisac.acreditacion.gob.ec/storage/users/fduran2022/accreditation_application/1419/pdf_actives_scopes/2024_02_07_18_26_13_Alcances_OAE PLE 1E 03 006_20240207_182603.pdf"
SAE,499,--,"SENERIN CIA. LTDA","Servicios Energéticos Para la industria",SAE-LCA-15-000,Ecuador,Quito,"Cesar Terán López N53-168 y de los Cholanes",NULL,123senerin@hotmail.com,"+593 2-241-5067",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 13:56:09","https://sisac.acreditacion.gob.ec/storage/users/labsenerin/accreditation_application/1180/pdf_actives_scopes/2024_02_07_18_56_09_Alcances_OAE PLE 2E 05-002_20240207_185604.pdf"
SAE,192,--,"SERFORTEC CIA. LTDA.","SERVICIOS DE FORMACIÓN E INSPECCIÓN TÉCNICA DEL ECUADOR SERFORTEC CIA LTDA","SAE OI 21-001",Ecuador,Quito,"Autopista Rumiñahui Oe4-96 y calle A",NULL,123gerencia.ec@serfortec.com,"+593 95 882 2597",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-11-22 15:45:51",https://sisac.acreditacion.gob.ec/storage/users/fmaldonado2018/accreditation_application/2236/pdf_actives_scopes/2024_11_22_20_45_51_Alcances_E-SAE-OI-20.002_20241122_204538.pdf
SAE,25,--,SERLAM,"SERVICIO LATINOAMERICANO DE METROLOGIA SERLAM S.A.","SAE LC 17-004",Ecuador,Guayaquil,"CDLA. KENNEDY 8VA. OESTE Y AV. SAN JORGE CONDOMINIO 2001 LOCAL A8, PLANTA BAJA",NULL,123laboratorio@serlam.com,"+593 4-228-0632",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-16 02:50:35","https://sisac.acreditacion.gob.ec/storage/users/serlam/accreditation_application/467/pdf_actives_scopes/2024_02_16_07_50_35_Alcances_E - SAE LCA 16 . 006_20240216_075028.pdf"
SAE,720,--,"SEROIL INSTRUMENTS","SEROIL INSTRUMENTS CIA. LTDA.","SAE OI 18-023",Ecuador,"Francisco de Orellana","KM3 VIA LAGO AGRIO",NULL,123org-inspeccion@seroil.com.ec,"+593 99 702 8640",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 13:28:11","https://sisac.acreditacion.gob.ec/storage/users/orgseroil/accreditation_application/1397/pdf_actives_scopes/2024_02_07_18_28_11_Alcances_SAE INS 17- 004_20240207_182805.pdf"
SAE,156,--,"SEROIL INSTRUMENTS","SEROIL INTRUMENTS CIA LTDA","SAE LC 16-001",Ecuador,"Francisco de Orellana","KM3 VIA LAGO AGRIO",NULL,123calidad@seroil.com.ec,"+593 98 611 6548",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-05-26 07:42:12","https://sisac.acreditacion.gob.ec/storage/users/ecarrera/accreditation_application/495/pdf_actives_scopes/2024_05_26_12_42_12_Alcances_OAE LC 14-103_20240526_124204.pdf"
SAE,240,--,SertinLab,"SERVICIOS TECNICOS Y LABORATORIOS PARA LA INDUSTRIA SERTINLAB S.A.","SAE LEN 10-014",Ecuador,Quito,"Calle N71H Oe5-251 y Caton Cardenas",NULL,123calidad@sertinlab.com,5932249060,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-08-01 05:10:12","https://sisac.acreditacion.gob.ec/storage/users/sertinlab/accreditation_application/1961/pdf_actives_scopes/2024_08_01_10_10_12_Alcances_OAE LE 09-007_20240801_101004.pdf"
SAE,1009,--,"SERVICIO ECUATORIANO DE NORMALIZACION","SERVICIO ECUATORIANO DE NORMALIZACION","SAE LEN 16-002",Ecuador,Quito,"Autopista General Rumiñahui. Puente Peatonal N° 5, 500 m a mano derecha. Barrio El Rosal",NULL,123sviracucha@normalizacion.gob.ec,"+593 2-382-5960",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-25 06:18:13","https://sisac.acreditacion.gob.ec/storage/users/rassaf2023/accreditation_application/479/pdf_actives_scopes/2024_10_25_11_18_13_Alcances_OAE LE 15-006_20241025_111802.pdf"
SAE,701,--,"SERVICIO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","SERVICIO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","SAE LEN 23-009",Ecuador,Quito,"pie de paginaAv. Mariana de Jesús 21-30 y Av. Antonio José de Sucre Quito - Ecuador",NULL,123milton.zarate@cienciasforenses.gob.ec,"+593 2-393-4220",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 13:42:09",https://sisac.acreditacion.gob.ec/storage/users/miltonzarate123/accreditation_application/1363/pdf_actives_scopes/2024_02_07_18_42_09_Alcances_E-SAE-LEN-23-0018_20240207_184204.pdf
SAE,188,--,"SERVICIOS DE INSPECCIÓN Y GESTIÓN DE CALIDAD ITQM S.A.","SERVICIOS DE INSPECCION Y GESTION DE CALIDAD RPMJ ASOCIADOS ITQM S A","SAE OI 17-002",Ecuador,Quito,"LOS ARUPOS Número: LOTE 3 Intersección: LOS CALISTEÑOS Referencia: A UNA CUADRA DE LA COOPERATIVA COOPARTAMOS",NULL,123info@servicios-itqm.com,"+593 2-388-0668",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-08-21 06:26:54","https://sisac.acreditacion.gob.ec/storage/users/liliashqui22/accreditation_application/877/pdf_actives_scopes/2024_08_21_11_26_54_Alcances_SAE OI 15-011_20240821_112642.pdf"
SAE,178,--,"SERVICIOS TECNICOS PETROLEROS & INDUSTRIALES SEVERTEEC CIA LTDA","SERVICIOS TECNICOS PETROLEROS & INDUSTRIALES SEVERTEEC CIA LTDA","SAE OI 17-006",Ecuador,Rumiñahui,"Los Pinos No 38 y Cedros",NULL,123info@severteec.com,"+593 2-388-0091",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-10-15 05:36:17","https://sisac.acreditacion.gob.ec/storage/users/severteec2014/accreditation_application/1568/pdf_actives_scopes/2024_10_15_10_36_17_Alcances_SAE INS 16-006_20241015_103606.pdf"
SAE,268,--,SETE,"SERVICIOS TECNICOS ESPECIALIZADOS CORREA MIÑO CIA. LTDA.","SAE OI 14-003",Ecuador,Quito,"Av. Naciones Unidas y Nuñez de Vela. Edif Metropolitan. Of 813",NULL,123ibenavides@setendt.com.ec,"+593 2-382-2550",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-09-16 15:36:39","https://sisac.acreditacion.gob.ec/storage/users/gestionsete/accreditation_application/2069/pdf_actives_scopes/2024_09_16_20_36_39_Alcances_OAE OI 13-004_20240916_203621.pdf"
SAE,56,--,"SGCEC DEL ECUADOR S.A.","SOCIEDAD GENERAL DE CERTIFICACIONES ENSAYOS Y CALIBRACIONES DEL ECUADOR S.A.","SAE OI 14-004",Ecuador,Guayaquil,"GARZOTA MZ 86 SOLAR 11",NULL,123wvillamar@sgcec.net,6013835,Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-07-10 03:51:03","https://sisac.acreditacion.gob.ec/storage/users/wvillamar/accreditation_application/1508/pdf_actives_scopes/2024_07_10_08_51_03_Alcances_OAE OI 14-022_20240710_085055.pdf"
SAE,8,--,"SGS DEL ECUADOR S.A - LABORATORIO NATURAL RESOURCES","S.G.S. del Ecuador S.A.","SAE LEN 12-004",Ecuador,Guayaquil,"Ciudadela Mapasingue Este, calle 6ta entre vía a Daule y calle transversal 36.",NULL,123monica.alvarez@sgs.com,"+593 4-225-2300",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-22 05:24:26","https://sisac.acreditacion.gob.ec/storage/users/SGS Laboratorio OGC/accreditation_application/423/pdf_actives_scopes/2024_10_22_10_24_26_Alcances_OAE LE 11-010_20241022_102423.pdf"
SAE,471,--,"SGS DEL PERU S.A.C.","SGS DEL PERU S.A.C.","SAE LEN 21-012",Perú,Callao,"Z.I. URB.INDUSTRIAL BOCANEGRA, AV. ELMER FAUCETT 3348,  CALLAO, PERU",NULL,123monica.herrera@sgs.com,"+51 1 5171900",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Internacional,--,--,"2024-02-07 14:08:16","https://sisac.acreditacion.gob.ec/storage/users/sgsdelperusac/accreditation_application/1030/pdf_actives_scopes/2024_02_07_19_08_16_Alcances_E - SAE LEN 21.013_20240207_190807.pdf"
SAE,489,--,"SHATEC SERVICIOS DE INSPECCION NDT S.A.","SHATEC SERVICIOS DE INSPECCION NDT S.A.","SAE OI 23-002",Ecuador,"Francisco de Orellana","FLOR DEL PANTANO Calle: LA LLANURA S/N Intersección: TRIUNFO Referencia: A 100 METROS DE LA PISTA DE MOTOCROSS",NULL,123shatec.gerencia@gmail.com,"+593 98 982 3026",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-07 14:10:21",https://sisac.acreditacion.gob.ec/storage/users/wherrera0141/accreditation_application/1022/pdf_actives_scopes/2024_02_07_19_10_21_Alcances_E-SAE-OI-23-002_20240207_191010.pdf
SAE,30,--,"SICALECUADOR S.A.","SERVICIOS DE INGENIERIA DE CALIDAD SICALECUADOR S.A.","SAE CP 19-001",Ecuador,Quito,"Unión Nacional de Periodistas N73 y AV. Amazonas",NULL,123a.carrasco@ecu.sicalingenieros.com,"+593 98 582 4262",Acreditado,PRODUCTOS,"NTE INEN-ISO/IEC 17065",Nacional,--,--,"2024-02-07 13:48:14",https://sisac.acreditacion.gob.ec/storage/users/sicalecuador/accreditation_application/1238/pdf_actives_scopes/2024_02_07_18_48_14_Alcances_E-SAE-CP-18.001_20240207_184804.pdf
SAE,65,--,"SIDICESA S.A.","SERVICIOS INTEGRALES DE INSPECCION Y CERTIFICACION SIDICESA S.A.","SAE OI 21-002",Ecuador,"Francisco de Orellana","Alejandro Labaka y Las Anonas (junta a la escuela ciudad del Coca), Barrio 28 de marzo",NULL,123fmoya@sic.ec,"+593 6-230-2559",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-08-08 11:18:54",https://sisac.acreditacion.gob.ec/storage/users/fmoya2021/accreditation_application/1003/pdf_actives_scopes/2024_08_08_16_18_54_Alcances_E-SAE-OI-21-004_20240808_161842.pdf
SAE,194,--,SIMETRIC,"SIMETRIC ANALITIC S.A","SAE LEN 22-012",Ecuador,Quito,"Av Simon Bolivar SN y Pasaje E14B",NULL,123ventas@simetric.com.ec,"+593 2-319-4540",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 14:14:09",https://sisac.acreditacion.gob.ec/storage/users/simetric/accreditation_application/201/pdf_actives_scopes/2024_02_07_19_14_09_Alcances_E-SAE-LEN-22-009_20240207_191403.pdf
