idOrganizacion,IdEnsayo,EsyFechaRegistro,EsyLugarEjecucion,EsyTipoEnsayo,EsyEnsayo,EsyMuestra,EsyTecnica,EsyIntervaloMedicion,EsyMetodo
511,LEN-5253,--,--,--,"DETERMINACION DEL CONTENIDO DE FORMOL",--,Titulación,--,"<p>NTE INEN 2278:2021</p>"
74,LEN-5254,--,--,--,"Compuestos Orgánicos Volátiles BTEX",--,"Cromatografía de Gases",--,"<p>EPA 8021B/5030C. 2014/2003</p>"
74,LEN-5255,--,--,--,"Hidrocarburos Totales de petróleo Rango de N-Octano (NC8) y N-Tetracontano (NC40)",--,"Cromatografía de Gases",--,"<p>EPA 8015D/3510C. 2013/1996</p>"
74,LEN-5256,--,--,--,"Hidrocarburos Totales de petróleo Rango de Diésel (DRO), que tienen puntos de ebullición aproximados entre N-Decano (NC10) y NOctacosano (NC28)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3510C, 2013/1996</p>"
74,LEN-5257,--,--,--,"Hidrocarburos Totales de petróleo Rango de Gasolina (GRO) y Diésel (DRO) y porciones del combustible más pesado y lubricante, que tienen puntos de ebullición aproximados entre N-octano (NC8) y NTetracontano (NC40)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3510C, 2013/1996</p>"
74,LEN-5258,--,--,--,"Hidrocarburos Totales de petróleo Rango de Diésel (DRO), que tienen puntos de ebullición aproximados entre N-Decano (NC10) y NOctacosano (NC28)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3510C, 2013/1996</p>"
74,LEN-5259,--,--,--,"Hidrocarburos Totales de petróleo Rango de Gasolina (GRO) y Diésel (DRO) y porciones del combustible más pesado y lubricante, que tienen puntos de ebullición aproximados entre N-octano (NC8) y NTetracontano (NC40)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3510C, 2013/1996</p>"
74,LEN-5260,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>EPA 9045 D.2004</p>"
74,LEN-5261,--,--,--,Conductividad,--,Electrometría,--,"<p>EPA 9050 A.1996</p>"
74,LEN-5262,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Espectrofotometría infrarroja",--,"<p>EPA 8440. Ed.1996. EPA 418.1. Ed.1978</p>"
74,LEN-5263,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>EPA 3545. Ed.1996 EPA 8310. Ed.1996</p>"
74,LEN-5264,--,--,--,"Nitrógeno total",--,Kjheldal,--,"<p>AOAC Ed. 18.2005 Official Method 955.04 Official Method 2001.11</p>"
74,LEN-5265,--,--,--,"Compuestos Orgánicos Volátiles BTEX",--,"Cromatografía de Gases",--,"<p>EPA 8021B/5030C. 2014/2003</p>"
74,LEN-5266,--,--,--,"Hidrocarburos Totales de petróleo Rango de N-Octano (NC8) y N-Tetracontano (NC40)",--,"Cromatografía de Gases",--,"<p>EPA 8015D/3550C.2013/2007</p>"
74,LEN-5267,--,--,--,"Hidrocarburos Totales de petróleo Rango de Diésel (DRO), que tienen puntos de ebullición aproximados entre N-Decano (NC10) y NOctacosano (NC28)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3550C 2013/2007</p>"
74,LEN-5268,--,--,--,"Hidrocarburos Totales de petróleo Rango de Gasolina (GRO) y Diésel (DRO) y porciones del combustible más pesado y lubricante, que tienen puntos de ebullición aproximados entre N-octano (NC8) y NTetracontano (NC40)",--,"Cromatografía de gases-FID",--,"<p>EPA 8015D/3550C 2013/2007</p>"
74,LEN-5269,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>EPA 3545. Ed.1996 EPA 8310. Ed.1996</p>"
74,LEN-5270,--,--,--,"Compuestos Orgánicos Volátiles BTEX",--,"Desorción en Sparger por Cromatografía de Gases",--,"<p>EPA 5030 b/c. Ed. 1996/2003</p>"
74,LEN-5271,--,--,--,"Compuestos Orgánicos Volátiles BTEX",--,"Desorción Directa en Columna por Cromatografía de Gases",--,"<p>EPA 5030 b/c. Ed. 1996/2003</p>"
74,LEN-5272,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía de Gases",--,"<p>EPA TO-13A. Ed. 1999</p>"
74,LEN-5273,--,--,--,"Conductividad eléctrica",--,Electrometría,--,"<p>Standard Methods. Ed.23.2017 2510 B</p>"
74,LEN-5274,--,--,--,"Uniformidad de unidades de dosificación para Cafeína",--,"Cromatografía líquida de alta eficiencia HPLC",--,"<p>Monografías Oficiales USP 43:2020</p>"
74,LEN-5275,--,--,--,"Hidrocarburos aromáticos policiclicos (HAPs)",--,"Cromatografía
líquida de alta eficiencia, HPLC",--,"<p>EPA TO-13A. Ed. 1999&nbsp;</p>"
74,LEN-5276,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods 3030 D, Ed. 24, 2023 EPA 7380 Fe. Ed. 1996 EPA 7140 Ca. Ed. 1996 EPA 7460 Mn. Ed. 1996 EPA 7450 Mg. Ed. 1996 EPA 7610 K. Ed. 1996 EPA 7190 Cr. Ed. 1996</p>"
74,LEN-5277,--,--,--,Metales,--,"Espectrofotometría de absorción atómica-Horno de grafito",--,"<p>Standard Methods Ed. 24.2023 3030 A 3113</p><p><em><br></em></p>"
74,LEN-5278,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods Ed. 24.2023 3030 A 3111 B</p>"
74,LEN-5279,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods Ed.24.2023 3030, 3111 B</p>"
74,LEN-5280,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods Ed. 23.2023 3030 A 3111 Ag B</p>"
74,LEN-5281,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, óxido nitroso–acetileno",--,"<p>Standard Methods Ed. 24.2023 3030 A 3111 Al D</p>"
74,LEN-5282,--,--,--,Metales,--,"Espectrofotometría de absorción atómica, generación de hidruros",--,"<p>Standard Methods Ed. 24.2023 3114 As B</p>"
74,LEN-5283,--,--,--,Metales,--,"Espectrofotometría de absorción atómica, generación de hidruros",--,"<p>Standard Methods Ed. 24 2023 3112 Hg B</p>"
74,LEN-5284,--,--,--,Metales,--,"Espectrofotometría de absorción atómica, generación de hidruros",--,"<p>Standard Methods Ed. 24.2023 3114 Se C</p>"
74,LEN-5285,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Espectrofotometría infrarroja",--,"<p>Standard Methods. Ed.24. 2023 5520 F</p>"
74,LEN-5286,--,--,--,"Aceites y grasas",--,"Espectrofotometría infrarroja",--,"<p>Standard Methods. Ed.24.2023 5520 C</p>"
74,LEN-5287,--,--,--,Metales,--,"Espectrofotometría de absorción atómica-Horno de grafito",--,"<p>Standard Methods, Ed.24.2023 3030 A. 3113</p>"
74,LEN-5288,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Espectrofotometría infrarroja",--,"<p>Standard Methods. Ed.24.2023 5520 F</p>"
74,LEN-5289,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods. Ed.24.2023 3030 A. 3111 B</p>"
74,LEN-5290,--,--,--,"Demanda biológica de oxigeno (DBO5)",--,Respirometría,--,"<p>Standard Methods. Ed.24.2023 5210 D</p>"
74,LEN-5291,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods. Ed.24.2023 4500-H+ B</p>"
74,LEN-5292,--,--,--,"Oxígeno disuelto",--,Electrometría,--,"<p>Standard Methods. Ed.24.2023 4500-O G</p>"
74,LEN-5293,--,--,--,"Oxígeno Disuelto In-situ",--,Electrometría,--,"<p>Standard Methods Ed.24.2023 4500-O G</p>"
74,LEN-5294,--,--,--,Boro,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-B B</p>"
74,LEN-5295,--,--,--,"Nitritos (NO2) o N-(NO2-)",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-NO2 - B</p>"
74,LEN-5296,--,--,--,"Tensioactivos, Detergentes",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.234 2023 5540 C</p>"
74,LEN-5297,--,--,--,Fluoruros,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-F- D</p>"
74,LEN-5298,--,--,--,"Cloro libre residual, cloro activo",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-Cl G</p>"
74,LEN-5299,--,--,--,"Cloro total",--,Colorimetría,--,"<p>Standard Methods. Ed.24.2023 4500-Cl G</p>"
74,LEN-5300,--,--,--,Cianuros,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-CN- E</p>"
74,LEN-5301,--,--,--,"Fosfatos (Ortofosfatos)",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-P E</p>"
74,LEN-5302,--,--,--,"Sólidos totales",--,Gravimetría,--,"<p>Standard Methods. Ed.24.2023 2540 B</p>"
74,LEN-5303,--,--,--,"Sólidos totales suspendidos",--,Gravimetría,--,"<p>Standard Methods. Ed.24.2023 2540 D</p>"
74,LEN-5304,--,--,--,"Sólidos sedimentables",--,Volumetría,--,"<p>Standard Methods. Ed.24.2023 2540 F</p>"
74,LEN-5305,--,--,--,"Nitrógeno total",--,Kjheldal,--,"<p>Standard Methods. Ed.24.2023 4500-Norg C</p>"
74,LEN-5306,--,--,--,"Color real y aparente",--,Espectrofotometría,--,"<p>Standard Methods Ed.24.2023 2120 C</p>"
74,LEN-5307,--,--,--,Turbidez,--,Espectrofotometría,--,"<p>Standard Methods. Ed.24.2023 2130 A</p>"
74,LEN-5308,--,--,--,Sulfatos,--,Turbidimetría,--,"<p>Standard Methods. Ed.24.2023 4500-SO42- E</p>"
74,LEN-5309,--,--,--,"Amonio (Nitrógeno amoniacal)",--,Espectrofotometría,--,"<p>Standard Methods Ed.24.2023 4500-NH3 C</p>"
74,LEN-5310,--,--,--,Alcalinidad,--,Volumetría,--,"<p>Standard Methods. Ed.24.2023 2320 B</p>"
74,LEN-5311,--,--,--,Cloruros,--,Volumetría,--,"<p>Standard Methods.Ed.24.2023 4500-Cl- B</p>"
74,LEN-5312,--,--,--,"Dureza cálcica",--,Volumetría,--,"<p>Standard Methods. Ed.24.2023 3500 Ca B</p>"
74,LEN-5313,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>Standard Methods. Ed.24.2023 6440 B</p>"
74,LEN-5314,--,--,--,Fósforo,--,"Espectrofotometría UV-Vis, Cálculo",--,"<p>Standard Methods, Ed. 24 2023 4500-P E</p>"
74,LEN-5315,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, óxido nitroso–acetileno",--,"<p>Standard Methods. Ed. 24 2023 3030 A 3111 D EPA 7910</p>"
74,LEN-5316,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>Método de Referencia: Standard Methods, Ed. 24 2023 6440 B</p>"
74,LEN-5317,--,--,--,"Cromo VI",--,"Espectrofotometría UV-Vis, Cálculo",--,"<p>Standard Methods. Ed.24.2023 3500- Cr B</p>"
74,LEN-5318,--,--,--,"Sólidos disueltos",--,Gravimetría,--,"<p>Standard Methods.Ed.24.2023 2540 C</p>"
74,LEN-5319,--,--,--,"Dureza total",--,Volumetría,--,"<p>Standard Methods.Ed.24.2023 2340 C</p>"
74,LEN-5320,--,--,--,Sulfuros,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed. 24.2023 4500-S-2 D</p>"
74,LEN-5321,--,--,--,"Sulfuro de Hidrógeno",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed. 24.2023 4500-S-2 H</p>"
74,LEN-5322,--,--,--,Nitratos,--,"Espectrofotometría UV-Vis Selectiva",--,"<p>Standard Methods. Ed. 24.2023 4500-NO3- B</p>"
74,LEN-5323,--,--,--,Fenoles,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods Ed.24.2023 5530 C</p>"
74,LEN-5324,--,--,--,"Demanda química de óxigeno (DQO) reflujo cerrado",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods Ed.24.2023 5220 D</p>"
74,LEN-5325,--,--,--,"Conductividad eléctrica",--,Electrometría,--,"<p>Standard Methods Ed.24.2023 2510 B</p>"
74,LEN-5326,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>Standard Methods. Ed.24.2017 3030 A. 3111 B</p>"
74,LEN-5327,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods. Ed.24.2023 4500-H+ B</p>"
74,LEN-5328,--,--,--,"Conductividad eléctrica",--,Electrometría,--,"<p>Standard Methods. Ed.24.2023 2510 B</p>"
74,LEN-5329,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>Standard Methods. Ed.24.2023 6440 B.</p>"
74,LEN-5330,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, óxido nitroso–acetileno",--,"<p>Standard Methods. Ed. 24 2023 3030 A 3111 D</p>"
74,LEN-5331,--,--,--,"Hidrocarburos Aromáticos Policíclicos (HAP's)",--,"Cromatografía HPLC",--,"<p>Standard Methods, Ed.24 2023 6440 B</p>"
74,LEN-5332,--,--,--,Temperatura,--,Termometría,--,"<p>Standard Methods. Ed.24.2023 2550 B</p>"
74,LEN-5333,--,--,--,"Determinación de Selenio",--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>USP 43:2020. EPA 7741 A:1994</p>"
74,LEN-5334,--,--,--,"Nitrógeno total",--,Kjeldahl,--,"<p>AOAC. Ed. 18.2005 Official Method 955.04 Offcicial Method 2001.11</p>"
74,LEN-5335,--,--,--,"Coliformes totales",--,"Enzima Sustrato, Colilert",--,"<p>Standard Methods. Ed.24.2023 9223 B</p>"
74,LEN-5336,--,--,--,"Coliformes fecales",--,"Enzima Sustrato, Colilert",--,"<p>Standard Methods. Ed.24.2023 9223 B</p>"
74,LEN-5337,--,--,--,"Bacterias Heterótrofas Totales",--,"Filtración por membrana",--,<p>--------</p>
74,LEN-5338,--,--,--,Metales,--,"Espectrofotometría de absorción atómica-Horno de grafito",--,"<p>EPA 3050-B. Ed.1996 EPA 7081 Ba. Ed.1986 EPA 7911 V. Ed.1986</p>"
74,LEN-5339,--,--,--,Metales,--,"Espectrofotometría de absorción atómica, generación de hidruros",--,"<p>EPA 3050B/7061 As. Ed.1992 EPA 3050 B/7471 Hg. Ed.1994 EPA 7741 Se. Ed.1994</p>"
74,LEN-5340,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>EPA 3050 B. Ed.1996 EPA 7130 Cd. Ed.1986 EPA 7200 Co. Ed.1986 EPA 7210 Cu. Ed.1986 EPA 7520 Ni. Ed.1986 EPA 7420 Pb. Ed.1986 EPA 7950 Zn. Ed.1986</p>"
74,LEN-5341,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>EPA 3050 B. Ed. 1996 EPA 7760 A Ag. Ed. 1992 EPA 7770 Na. Ed. 3. 1986</p>"
74,LEN-5342,--,--,--,Metales,--,"Espectrofotometría de absorción atómica de llama, óxido nitroso–acetileno",--,"<p>EPA 3050 B. Ed. 1996,  EPA 7020 Al. 1996</p>"
74,LEN-5343,--,--,--,Boro,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed.24.2023 4500-B B</p>"
74,LEN-5344,--,--,--,Sulfatos,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods. Ed. 24.2023. 4500-SO42- E</p>"
74,LEN-5345,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p>Standard Methods. Ed.24.2023 4500-H+ B</p>"
74,LEN-5346,--,--,--,"Determinación de Selenio",--,"Espectrofotometría de absorción atómica de llama, aire- acetileno",--,"<p>USP 43:2020. EPA 7741 A:1994</p>"
74,LEN-5347,--,--,--,"Oxigeno disuelto",--,Electrometría,--,"<p>Standard Methods Ed.24.2023 4500-O G</p>"
74,LEN-5348,--,--,--,"Oxigeno disuelto",--,Electrometría,--,"<p>Standard Methods Ed.24.2023 4500-O G</p>"
267,LEN-5349,--,--,--,Boro,--,"Espectrofotometría UV-Vis",--,"<p>Métodos de Análisis Recomendados para los suelos de Chile.</p><p>Instituto de Investigaciones Agropecuarias. Fecha de revisión junio del 2006</p>"
267,LEN-5350,--,--,--,Calcio,--,"Espectrofotometría Absorción Atómica",--,"<p>FAO,2018. Guía para el establecimiento de Laboratorio para el análisis de nutrientes de las plantas. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3.</p>"
267,LEN-5351,--,--,--,Magnesio,--,"Espectrofotometría Absorción Atómica",--,"<p>FAO,2018. Guía para el establecimiento de Laboratorio para el análisis de nutrientes de las plantas. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3.</p>"
267,LEN-5352,--,--,--,Manganeso,--,"Espectrofotometría Absorción Atómica",--,"<p>FAO,2018. Guía para el establecimiento de Laboratorio para el análisis</p><p>de nutrientes de las plantas. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3.</p>"
267,LEN-5353,--,--,--,Cobre,--,"Espectrofotometría Absorción Atómica",--,"<p>FAO,2018. Guía para el establecimiento de Laboratorio para el análisis</p><p>de nutrientes de las plantas. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3.</p>"
267,LEN-5354,--,--,--,"Carbono Orgánico",--,"Espectrofotometría UV- VIS",--,"Walkley, A. and I.A. Black, 1934"
267,LEN-5355,--,--,--,"Potasio disponible",--,"Espectrofotometría Absorción Atómica",--,"FAO, 2008. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3."
267,LEN-5356,--,--,--,"Hierro Disponible",--,"Espectrofotometría Absorción Atómica",--,"FAO, 2008. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3."
267,LEN-5357,--,--,--,"pH al 10% en agua",--,Electrometría,--,"<p>AOAC 994.16, Ed 22, año 2023. Alternativa 1. 2005</p>"
267,LEN-5358,--,--,--,"Hierro Total",--,"Espectrofotometría Absorción Atómica",--,"<p>EPA 3052</p><p><span style="color: rgb(29, 34, 40);">AOAC 975.03. Ed. 22, año 2023</span></p><p><span style="color: rgb(29, 34, 40);">AOAC 965.09. Ed. 22, año 2023</span></p><p><br></p><p>De acuerdo a lo evaluado</p>"
267,LEN-5359,--,--,--,"Determinación de fosforo como P2O5",--,"Espectrofotometría UV- VIS",--,"<p><span style="color: rgb(29, 34, 40);">AOAC 965.17 Ed. 22, año 2023</span></p>"
267,LEN-5360,--,--,--,Zinc,--,"Espectrofotometría de absorción atómica de llama, Aire
– Acetileno",--,"<p>FAO,2018. Guía para el establecimiento de Laboratorio para el análisis</p><p>de nutrientes de las plantas. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3.</p>"
267,LEN-5361,--,--,--,Zinc,--,"Espectrofotometría Absorción Atómica",--,"<p>MÉTODO EPA 3052, Método AOAC 975.03, , Ed 22, 2023</p><p>y Método AOAC 965.09 , Ed 22, 2023</p>"
267,LEN-5362,--,--,--,"Azufre Total",--,Combustión,--,"<p>ISO 15178 Ed. 01,2000, Determination of total sulfur by drycombustion</p>"
267,LEN-5363,--,--,--,Cadmio,--,"Espectrofotometría de absorción atómica-Horno de grafito",--,"<p>EPA 3052 1996.</p><p>AOAC 999.10. Ed. 22, año 2023</p><p><br></p><p><br></p>"
267,LEN-5364,--,--,--,"Nitrogeno total",--,Combustión,--,"<p>ISO 13878, 1988 Determination of total nitrogen content by dry combustion</p>"
267,LEN-5365,--,--,--,Calcio,--,"Espectrofotometría Absorción Atómica",--,"<p>MÉTODO EPA 3052, Método AOAC 975.03, Ed. 22 año 2023</p><p>y Método AOAC 965.09 Ed. 22 año 2023</p>"
267,LEN-5366,--,--,--,Magnesio,--,"Espectrofotometría Absorción Atómica",--,"<p>MÉTODO EPA 3052, Método AOAC 975.03 Ed. 22 año 2023</p><p>y Método AOAC 965.09 Ed. 22 año 2023</p>"
267,LEN-5367,--,--,--,Manganeso,--,"Espectrofotometría Absorción Atómica",--,"<p>MÉTODO EPA 3052, Método AOAC 975.03 Ed. 22 año 2023 </p><p>y Método AOAC 965.09 Ed. 22 año 2023 </p>"
267,LEN-5368,--,--,--,"Potasio total",--,"Espectrofotometría Absorción Atómica",--,"<p>EPA 3052</p><p>AOAC 975.03</p><p><span style="color: rgb(29, 34, 40);">Ed. 22, año 2023  De acuerdo a lo evaluado</span></p>"
267,LEN-5369,--,--,--,"Fósforo total",--,"Espectrofotometría UV- VIS",--,"<p class="ql-align-center"><span style="color: rgb(29, 34, 40);">AOAC 995.11. Ed. 22, año 2023. </span></p><p class="ql-align-center"><br></p><p>EPA 3052, 1996</p><p>Revisión 0. Modificado  </p>"
267,LEN-5370,--,--,--,"Nitrógeno total",--,"Kjeldahl - Volumetría",--,"<p>AOAC 955.04</p><p><span style="color: rgb(29, 34, 40);">Ed. 22, año 2023</span></p>"
267,LEN-5371,--,--,--,"Nitrógeno total",--,"Kjeldahl - Volumetría",--,"<p>AOAC 955.04 </p><p><span style="color: rgb(29, 34, 40);">Ed. 22, año 2023</span></p>"
267,LEN-5372,--,--,--,Azufre,--,"Espectrofotometría UV- VIS",--,"<p class="ql-align-center"><span style="color: rgb(29, 34, 40);">AOAC 923.01. Ed. 22, año 2023. </span></p><p><br></p><p>EPA 3052</p>"
267,LEN-5373,--,--,--,"Potasio total",--,"Espectrofotometría Absorción Atómica",--,"<p>EPA 3052</p><p><span style="color: rgb(29, 34, 40);">AOAC 975.03, Ed. 22, año 2023. </span></p>"
267,LEN-5374,--,--,--,"Fósforo (P) disponible",--,"Espectrofotometría UV- VIS",--,"<p>FAO, 2008. Boletín de nutrición fertilizante y vegetal #19. Roma, 220 pp. Cap. 3</p>"
29,LEN-5375,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"EPA 150.1, 1982"
29,LEN-5376,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"EPA 9045D, 2004"
29,LEN-5377,--,--,--,Conductividad,--,Electrometría,--,"EPA 120.1, 1982"
29,LEN-5378,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Espectrofotometría IR",--,"<p>EPA 8440, 1996</p>"
243,LEN-5379,--,--,--,"Ocratoxina A",--,"Cromatografía
Líquida de Alta
Eficiencia - HPLC
con detector de
fluorescencia",--,"<p>AOAC, Ed. 22. 2023, 2004.10</p>"
243,LEN-5380,--,--,--,"Ocratoxina A",--,"Cromatografía
Líquida de Alta
Eficiencia - HPLC
con detector de
fluorescencia",--,"<p>Food Additives and Contaminants Journal, Vol. 21, No. 11. 2004 pp. 1096 – 1106</p>"
324,LEN-5381,--,--,--,"Demanda bioquímica de oxígeno (DBO5)",--,Electrometría,--,"<p>Método de referencia: Standard Methods, Ed. 24, 2023 5210 B</p>"
324,LEN-5382,--,--,--,"Fósforo total",--,"Espectrofotometría UV- VIS",--,"<p>Método de referencia: Standard Methods, Ed. 24, 2023 4500 PE</p>"
324,LEN-5383,--,--,--,Nitratos+Nitritos,--,Espectrofotometría,--,"<p>STANDARD METHODS, Ed. 24, 2023, 4500 NO3-E</p>"
324,LEN-5384,--,--,--,"Sólidos suspendidos totales",--,Gravimetría,--,"<p>Método de referencia: Standard Methods, Ed. 24, 2023 2540 D</p>"
324,LEN-5385,--,--,--,"Sólidos Totales",--,Gravimetría,--,"<p>Standard Methods,Ed. 24, 2023 2540 B</p>"
324,LEN-5386,--,--,--,"Demanda química de óxigeno (DQO) reflujo cerrado",--,"Espectrofotometría UV- VIS",--,"<p>Método de Referencia: Standard Methods, Ed. 24, 2023 5220 D</p>"
324,LEN-5387,--,--,--,Metales,--,"Espectrometría Óptica de Plasma por Acoplamiento Inductivo (ICP-OES)",--,"<p>Método de referencia: Standard Methods, Ed. 24, 2023 3111 B</p>"
324,LEN-5388,--,--,--,pH,--,Electrometría,--,"<p>Standard Methods, </p><p> Ed. 24, 2023&nbsp;</p><p>4500 H+B </p>"
3,LEN-5389,--,--,--,"Gravedad API",--,Hidrómetro,--,"<p>ASTM D1298-12b. 2017</p>"
3,LEN-5390,--,--,--,"Densidad Relativa",--,Cálculo,--,"<p>ASTM D1298-12b. 2017</p>"
3,LEN-5391,--,--,--,"Gravedad API (base seca)",--,Cálculo,--,"<p>ASTM D1298-12b. 2017</p>"
3,LEN-5392,--,--,--,"Densidad relativa seca",--,Cálculo,--,"<p>ASTM D1298-12b. 2017</p>"
3,LEN-5393,--,--,--,Viscosidad,--,"Capilar de vidrio",--,"<p>ASTM D445-24</p>"
3,LEN-5394,--,--,--,Azufre,--,"Fluorescencia de Rayos-X",--,"<p>ASTM D4294-21</p>"
3,LEN-5395,--,--,--,"Agua y sedimento",--,Cálculo,--,"<p>ASTM D7829-23</p>"
3,LEN-5396,--,--,--,Agua,--,Destilación,--,"<p>ASTM D4006-22</p>"
3,LEN-5397,--,--,--,Sedimentos,--,Gravimetría,--,"<p>ASTM D473-22</p>"
1102,LEN-5398,--,--,--,Temperatura,--,Termometría,--,"<p>Standard Methods, Ed. 24, 2023, 2550 B</p>"
1102,LEN-5399,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p class="ql-align-justify">Standard Methods, Ed. 24, 2023, 4500-H<sup>+</sup> B</p>"
1102,LEN-5400,--,--,--,"Conductividad eléctrica (CE)",--,Electrometría,--,"<p class="ql-align-justify">Standard Methods, Ed. 24, 2023, 2510 B</p>"
1102,LEN-5401,--,--,--,"Oxígeno disuelto",--,Electrometría,--,"<p>Standard Methods, Ed. 24, 2023, 4500-O G</p>"
1102,LEN-5402,--,--,--,"Cloro residual total",--,"Espectrofotometría Visible",--,"<p>Standard Methods, Ed. 24, 2023, 4500-Cl G</p>"
1102,LEN-5403,--,--,--,"Ruido Ambiental",--,"Nivel de presión sonora equivalente",--,"<p>Acuerdo Ministerial 97 A</p><p><br></p>"
1102,LEN-5404,--,--,--,"Cloro libre residual",--,"Espectrofotometría Visible",--,"<p>Standard Methods, Ed. 24, 2023, 4500-Cl G</p>"
1125,LEN-5405,--,--,--,Proteína,--,Volumetría,--,"<p>NTE INEN ISO 937:2023</p>"
1125,LEN-5406,--,--,--,Humedad,--,Gravimetría,--,"<p>NTE INEN ISO 712:2013</p>"
1125,LEN-5407,--,--,--,Proteína,--,Volumetría,--,"<p>NTE INEN ISO 20483:2013</p>"
1125,LEN-5408,--,--,--,Grasa,--,Gravimetría,--,"<p> ISO 11085:2015</p>"
1125,LEN-5409,--,--,--,Ceniza,--,Gravimetría,--,"<p>NTE INEN ISO 2171:2013</p>"
1125,LEN-5410,--,--,--,Humedad,--,Gravimetría,--,"<p>NTE INEN ISO 1442:2013</p>"
1125,LEN-5411,--,--,--,Grasa,--,Gravimetría,--,"<p>NTE INEN ISO 1443:2013</p>"
1125,LEN-5412,--,--,--,Ceniza,--,Gravimetría,--,"<p>NTE INEN ISO 936:2013</p>"
1125,LEN-5413,--,--,--,Humedad,--,Gravimetría,--,"<p>NTE INEN 14:2012</p><p>NTE INEN 299:2013</p>"
1125,LEN-5414,--,--,--,Proteína,--,Volumetría,--,"<p>NTE INEN ISO 8968:2015</p>"
